Team,Year,Actual_Win_Pct,Predicted_With_Coach,Predicted_Replacement,Coaching_WAR,Predicted_Impact,Prediction_Error_Coach,Prediction_Error_Replacement,WAR_SE,Primary_Coach,Combined_Coach,WAR_Percentile
SFO,2019,0.8125,0.5934657,0.54353803,0.26896196603775024,0.049927652,0.2190343141555786,0.26896196603775024,2.0391335215540014,Kyle Shanahan,Kyle Shanahan,99.20586438607208
NWE,2004,0.875,0.60436255,0.60692084,0.26807916164398193,-0.002558291,0.2706374526023865,0.26807916164398193,2.0391335215540014,Bill Belichick,Bill Belichick,99.14477703115455
CLE,2023,0.6471,0.41705903,0.38216993,0.2649300678730011,0.034889102,0.2300409658908844,0.2649300678730011,2.0391335215540014,Kevin Stefanski,Kevin Stefanski,99.08368967623701
RAV,2019,0.875,0.6548272,0.61426497,0.26073503494262695,0.040562212,0.22017282247543335,0.26073503494262695,2.0391335215540014,John Harbaugh,John Harbaugh,99.02260232131948
NWE,2017,0.8125,0.5967634,0.55318105,0.2593189477920532,0.04358232,0.21573662757873535,0.2593189477920532,2.0391335215540014,Bill Belichick,Bill Belichick,98.96151496640195
MIN,1998,0.9375,0.70418453,0.67915606,0.2583439350128174,0.025028467,0.23331546783447266,0.2583439350128174,2.0391335215540014,Dennis Green,Dennis Green,98.90042761148442
CLT,1999,0.8125,0.5691165,0.5543409,0.2581591010093689,0.014775574,0.243383526802063,0.2581591010093689,2.0391335215540014,Jim Mora Sr,Jim Mora Sr,98.83934025656689
MIA,1982,0.7778,0.6300775,0.5197589,0.25804111986160283,0.1103186,0.14772251873016362,0.25804111986160283,2.0391335215540014,Don Shula,Don Shula,98.77825290164935
MIN,1977,0.6429,0.45693976,0.38780013,0.2550998727321625,0.06913963,0.18596024312973025,0.2550998727321625,2.0391335215540014,Bud Grant,Bud Grant,98.71716554673182
DAL,1991,0.6875,0.4689223,0.43708247,0.2504175305366516,0.031839818,0.21857771277427673,0.2504175305366516,2.0391335215540014,Jimmy Johnson,Jimmy Johnson,98.65607819181429
CHI,1986,0.875,0.67981684,0.62651074,0.24848926067352295,0.053306103,0.1951831579208374,0.24848926067352295,2.0391335215540014,Mike Ditka,Mike Ditka,98.59499083689677
SEA,2013,0.8125,0.6323958,0.56626886,0.24623113870620728,0.06612694,0.18010419607162476,0.24623113870620728,2.0391335215540014,Pete Carroll,Pete Carroll,98.53390348197924
CHI,1985,0.9375,0.7687782,0.6918307,0.24566930532455444,0.07694751,0.16872179508209229,0.24566930532455444,2.0391335215540014,Mike Ditka,Mike Ditka,98.4728161270617
CLE,1972,0.7143,0.5034479,0.46907967,0.24522032670974736,0.034368217,0.2108521097183228,0.24522032670974736,2.0391335215540014,Nick Skorich,Nick Skorich,98.41172877214417
HTX,2007,0.5,0.2428606,0.25933754,0.24066245555877686,-0.016476944,0.2571393996477127,0.24066245555877686,2.0391335215540014,Gary Kubiak,Gary Kubiak,98.35064141722664
GNB,1998,0.6875,0.45351887,0.4477736,0.23972639441490173,0.005745262,0.23398113250732422,0.23972639441490173,2.0391335215540014,Mike Holmgren,Mike Holmgren,98.28955406230911
SDG,1987,0.5333,0.35137704,0.29805797,0.23524202661514282,0.053319067,0.18192295985221862,0.23524202661514282,2.0391335215540014,Al Saunders,Al Saunders,98.22846670739158
GNB,1995,0.6875,0.47881666,0.45237374,0.23512625694274902,0.026442915,0.2086833417415619,0.23512625694274902,2.0391335215540014,Mike Holmgren,Mike Holmgren,98.16737935247404
ATL,2012,0.8125,0.66595924,0.58051074,0.23198926448822021,0.0854485,0.14654076099395752,0.23198926448822021,2.0391335215540014,Mike Smith,Mike Smith,98.10629199755651
SDG,2006,0.875,0.70899653,0.6446563,0.23034369945526123,0.064340234,0.16600346565246582,0.23034369945526123,2.0391335215540014,Marty Schottenheimer,Marty Schottenheimer,98.04520464263898
RAI,1985,0.75,0.5339941,0.5208511,0.22914892435073853,0.013143003,0.21600592136383057,0.22914892435073853,2.0391335215540014,Tom Flores,Tom Flores,97.98411728772145
NWE,2013,0.75,0.57211494,0.52394164,0.22605836391448975,0.04817331,0.1778850555419922,0.22605836391448975,2.0391335215540014,Bill Belichick,Bill Belichick,97.9230299328039
SEA,1987,0.6,0.48448732,0.3739776,0.22602239847183225,0.11050972,0.11551267504692075,0.22602239847183225,2.0391335215540014,Chuck Knox,Chuck Knox,97.86194257788637
WAS,1986,0.75,0.5556367,0.5240186,0.22598141431808472,0.03161812,0.1943632960319519,0.22598141431808472,2.0391335215540014,Joe Gibbs,Joe Gibbs,97.80085522296883
MIA,1974,0.7857,0.62338173,0.5603967,0.22530332870483394,0.06298506,0.1623182661056518,0.22530332870483394,2.0391335215540014,Don Shula,Don Shula,97.7397678680513
CLT,2012,0.6875,0.50385684,0.46302027,0.22447973489761353,0.040836573,0.1836431622505188,0.22447973489761353,2.0391335215540014,Chuck Pagano,Chuck Pagano,97.67868051313378
CLT,2010,0.625,0.4929276,0.4033732,0.22162678837776184,0.0895544,0.13207238912582397,0.22162678837776184,2.0391335215540014,Jim Caldwell,Jim Caldwell,97.61759315821625
CLT,1990,0.4375,0.27125388,0.21952279,0.21797721087932587,0.051731095,0.16624611616134644,0.21797721087932587,2.0391335215540014,Ron Meyer,Ron Meyer,97.55650580329872
CAR,2013,0.75,0.579659,0.53402454,0.21597546339035034,0.04563445,0.17034101486206055,0.21597546339035034,2.0391335215540014,Ron Rivera,Ron Rivera,97.49541844838119
NWE,2005,0.625,0.4388818,0.4092598,0.21574020385742188,0.029622018,0.18611818552017212,0.21574020385742188,2.0391335215540014,Bill Belichick,Bill Belichick,97.43433109346365
SDG,2014,0.5625,0.3673247,0.34827095,0.2142290472984314,0.019053757,0.19517529010772705,0.2142290472984314,2.0391335215540014,Mike McCoy,Mike McCoy,97.37324373854612
CAR,2017,0.6875,0.48721537,0.47376764,0.21373236179351807,0.013447732,0.20028463006019592,0.21373236179351807,2.0391335215540014,Ron Rivera,Ron Rivera,97.31215638362859
CLT,2008,0.75,0.5797097,0.536787,0.2132130265235901,0.042922735,0.1702902913093567,0.2132130265235901,2.0391335215540014,Tony Dungy,Tony Dungy,97.25106902871106
CRD,1989,0.4545,0.22176865,0.24141991,0.2130800886154175,-0.019651264,0.23273135256767274,0.2130800886154175,2.0391335215540014,Gene Stallings,Gene Stallings / Hank Kuhlmann,97.18998167379353
NWE,2016,0.875,0.7333985,0.66204387,0.21295613050460815,0.07135463,0.14160150289535522,0.21295613050460815,2.0391335215540014,Bill Belichick,Bill Belichick,97.128894318876
PIT,1974,0.75,0.57849896,0.539017,0.21098297834396362,0.039481938,0.1715010404586792,0.21098297834396362,2.0391335215540014,Chuck Noll,Chuck Noll,97.06780696395846
DEN,2013,0.8125,0.61326975,0.6034748,0.20902520418167114,0.0097949505,0.19923025369644165,0.20902520418167114,2.0391335215540014,John Fox,John Fox,97.00671960904093
SFO,1990,0.875,0.7250319,0.66624457,0.20875543355941772,0.058787346,0.14996808767318726,0.20875543355941772,2.0391335215540014,George Seifert,George Seifert,96.9456322541234
NOR,2013,0.6875,0.5153163,0.4804333,0.20706671476364136,0.034883022,0.17218369245529175,0.20706671476364136,2.0391335215540014,Sean Payton,Sean Payton,96.88454489920586
PIT,2017,0.8125,0.6567297,0.6056864,0.20681357383728027,0.051043272,0.15577030181884766,0.20681357383728027,2.0391335215540014,Mike Tomlin,Mike Tomlin,96.82345754428833
MIA,1987,0.5333,0.3754108,0.3275419,0.20575811223983764,0.047868907,0.157889204788208,0.20575811223983764,2.0391335215540014,Don Shula,Don Shula,96.7623701893708
ATL,1998,0.875,0.7154127,0.6720453,0.2029547095298767,0.043367386,0.1595873236656189,0.2029547095298767,2.0391335215540014,Dan Reeves,Dan Reeves,96.70128283445327
MIN,2017,0.8125,0.61422396,0.6114734,0.20102661848068237,0.0027505755,0.19827604293823242,0.20102661848068237,2.0391335215540014,Mike Zimmer,Mike Zimmer,96.64019547953573
DEN,2015,0.75,0.5553616,0.550789,0.1992110013961792,0.00457263,0.19463837146759033,0.1992110013961792,2.0391335215540014,Gary Kubiak,Gary Kubiak,96.5791081246182
PHI,2017,0.8125,0.6615244,0.6137421,0.19875788688659668,0.047782302,0.15097558498382568,0.19875788688659668,2.0391335215540014,Doug Pederson,Doug Pederson,96.51802076970067
CAR,2015,0.9375,0.7716612,0.7398926,0.1976073980331421,0.03176862,0.16583877801895142,0.1976073980331421,2.0391335215540014,Ron Rivera,Ron Rivera,96.45693341478314
KAN,2024,0.8824,0.7506424,0.68773466,0.19466533651351925,0.062907755,0.1317575811386108,0.19466533651351925,2.0391335215540014,Andy Reid,Andy Reid,96.3958460598656
BUF,2022,0.8125,0.63058734,0.61851,0.19398999214172363,0.012077332,0.18191266059875488,0.19398999214172363,2.0391335215540014,Sean McDermott,Sean McDermott,96.33475870494807
NWE,2015,0.75,0.61600876,0.5561532,0.19384682178497314,0.05985558,0.13399124145507812,0.19384682178497314,2.0391335215540014,Bill Belichick,Bill Belichick,96.27367135003054
DEN,1987,0.7,0.5667988,0.5069238,0.19307620525360103,0.05987501,0.13320119380950923,0.19307620525360103,2.0391335215540014,Dan Reeves,Dan Reeves,96.21258399511301
MIA,1979,0.625,0.50398403,0.432241,0.19275900721549988,0.07174304,0.12101596593856812,0.19275900721549988,2.0391335215540014,Don Shula,Don Shula,96.15149664019548
PIT,2008,0.75,0.62233585,0.5572712,0.19272881746292114,0.06506467,0.12766414880752563,0.19272881746292114,2.0391335215540014,Mike Tomlin,Mike Tomlin,96.09040928527794
GNB,1985,0.5,0.3336808,0.3074383,0.19256168603897095,0.026242495,0.16631919145584106,0.19256168603897095,2.0391335215540014,Forrest Gregg,Forrest Gregg,96.02932193036041
MIA,1981,0.7188,0.54263693,0.52670085,0.19209914569854736,0.015936077,0.1761630690574646,0.19209914569854736,2.0391335215540014,Don Shula,Don Shula,95.96823457544288
HTX,2016,0.5625,0.3855631,0.37163618,0.19086381793022156,0.013926923,0.17693689465522766,0.19086381793022156,2.0391335215540014,Bill O'Brien,Bill O'Brien,95.90714722052535
NOR,2018,0.8125,0.6530063,0.62163824,0.1908617615699768,0.031368077,0.15949368476867676,0.1908617615699768,2.0391335215540014,Sean Payton,Sean Payton,95.84605986560783
NWE,2010,0.875,0.76199925,0.6844648,0.19053518772125244,0.07753444,0.11300075054168701,0.19053518772125244,2.0391335215540014,Bill Belichick,Bill Belichick,95.7849725106903
MIN,2022,0.7647,0.63572073,0.57527477,0.18942523450851445,0.060445964,0.1289792701721192,0.18942523450851445,2.0391335215540014,Kevin O'Connell,Kevin O'Connell,95.72388515577276
CIN,1982,0.7778,0.645827,0.5892999,0.1885000827789307,0.05652708,0.13197300462722783,0.1885000827789307,2.0391335215540014,Forrest Gregg,Forrest Gregg,95.66279780085523
DAL,1992,0.8125,0.6690754,0.62400323,0.18849676847457886,0.045072198,0.14342457056045532,0.18849676847457886,2.0391335215540014,Jimmy Johnson,Jimmy Johnson,95.6017104459377
MIN,2000,0.6875,0.47726062,0.4993813,0.18811869621276855,-0.022120684,0.21023938059806824,0.18811869621276855,2.0391335215540014,Dennis Green,Dennis Green,95.54062309102017
GNB,2004,0.625,0.46870968,0.43739587,0.1876041293144226,0.031313807,0.15629032254219055,0.1876041293144226,2.0391335215540014,Mike Sherman,Mike Sherman,95.47953573610263
JAX,1998,0.6875,0.49645245,0.5002881,0.18721187114715576,-0.003835678,0.1910475492477417,0.18721187114715576,2.0391335215540014,Tom Coughlin,Tom Coughlin,95.4184483811851
DAL,2022,0.7059,0.50491977,0.5191331,0.18676690902709958,-0.014213324,0.20098023262023923,0.18676690902709958,2.0391335215540014,Mike McCarthy,Mike McCarthy,95.35736102626757
KAN,2022,0.8235,0.6922311,0.63677335,0.18672665214538575,0.05545777,0.13126888132095338,0.18672665214538575,2.0391335215540014,Andy Reid,Andy Reid,95.29627367135004
CLT,1970,0.8214,0.6821841,0.6355363,0.18586368694305422,0.046647787,0.139215899848938,0.18586368694305422,2.0391335215540014,Don McCafferty,Don McCafferty,95.23518631643249
NOR,1987,0.8,0.6638267,0.61588687,0.18411313295364384,0.047939837,0.1361732959747315,0.18411313295364384,2.0391335215540014,Jim Mora Sr,Jim Mora Sr,95.17409896151496
DET,1991,0.75,0.56273776,0.5662066,0.18379342555999756,-0.0034688115,0.18726223707199097,0.18379342555999756,2.0391335215540014,Wayne Fontes,Wayne Fontes,95.11301160659742
MIA,1985,0.75,0.61151534,0.5674734,0.1825265884399414,0.04404193,0.1384846568107605,0.1825265884399414,2.0391335215540014,Don Shula,Don Shula,95.05192425167989
DAL,2007,0.8125,0.6809297,0.6303905,0.18210947513580322,0.050539196,0.13157027959823608,0.18210947513580322,2.0391335215540014,Wade Phillips,Wade Phillips,94.99083689676236
CHI,2001,0.8125,0.57457376,0.63057977,0.18192023038864136,-0.056006014,0.23792624473571777,0.18192023038864136,2.0391335215540014,Dick Jauron,Dick Jauron,94.92974954184484
NWE,2003,0.875,0.69296426,0.6934527,0.18154728412628174,-0.00048846006,0.18203574419021606,0.18154728412628174,2.0391335215540014,Bill Belichick,Bill Belichick,94.86866218692731
DAL,2016,0.8125,0.6240119,0.63110125,0.18139874935150146,-0.0070893764,0.18848812580108643,0.18139874935150146,2.0391335215540014,Jason Garrett,Jason Garrett,94.80757483200978
CRD,1981,0.4375,0.21677527,0.25625697,0.18124303221702576,-0.0394817,0.22072473168373108,0.18124303221702576,2.0391335215540014,Jim Hanifan,Jim Hanifan,94.74648747709224
CIN,2013,0.6875,0.5024052,0.5064141,0.18108588457107544,-0.004008889,0.18509477376937866,0.18108588457107544,2.0391335215540014,Marvin Lewis,Marvin Lewis,94.68540012217471
WAS,1987,0.7333,0.67200303,0.5526091,0.18069091396331782,0.119393945,0.06129696922302241,0.18069091396331782,2.0391335215540014,Joe Gibbs,Joe Gibbs,94.62431276725718
CLT,1987,0.6,0.45264715,0.41949815,0.18050185441970823,0.033149004,0.14735285043716428,0.18050185441970823,2.0391335215540014,Ron Meyer,Ron Meyer,94.56322541233965
PHI,2014,0.625,0.4861618,0.44511774,0.1798822581768036,0.041044056,0.13883820176124573,0.1798822581768036,2.0391335215540014,Chip Kelly,Chip Kelly,94.50213805742212
HTX,2019,0.625,0.436118,0.44525805,0.17974194884300232,-0.009140044,0.1888819932937622,0.17974194884300232,2.0391335215540014,Bill O'Brien,Bill O'Brien,94.44105070250458
CRD,1982,0.5556,0.3281822,0.37659052,0.17900947985649107,-0.04840833,0.227417809343338,0.17900947985649107,2.0391335215540014,Jim Hanifan,Jim Hanifan,94.37996334758705
MIA,2001,0.6875,0.5468201,0.5089243,0.17857569456100464,0.0378958,0.14067989587783813,0.17857569456100464,2.0391335215540014,Dave Wannstedt,Dave Wannstedt,94.31887599266952
NWE,1985,0.6875,0.5892061,0.50944525,0.17805474996566772,0.07976085,0.09829390048980713,0.17805474996566772,2.0391335215540014,Raymond Berry,Raymond Berry,94.25778863775199
HTX,2015,0.5625,0.42987868,0.38465014,0.17784985899925232,0.04522854,0.13262131810188293,0.17784985899925232,2.0391335215540014,Bill O'Brien,Bill O'Brien,94.19670128283445
DEN,1977,0.8571,0.6872641,0.6793676,0.1777323981285095,0.007896483,0.16983591518402097,0.1777323981285095,2.0391335215540014,Red Miller,Red Miller,94.13561392791692
SFO,1989,0.875,0.7699266,0.69813025,0.17686975002288818,0.07179636,0.10507339239120483,0.17686975002288818,2.0391335215540014,George Seifert,George Seifert,94.07452657299939
CHI,1994,0.5625,0.41292742,0.38579512,0.17670488357543945,0.027132303,0.14957258105278015,0.17670488357543945,2.0391335215540014,Dave Wannstedt,Dave Wannstedt,94.01343921808186
PIT,2015,0.625,0.51248074,0.44859615,0.17640385031700134,0.063884586,0.1125192642211914,0.17640385031700134,2.0391335215540014,Mike Tomlin,Mike Tomlin,93.95235186316432
NYG,1989,0.75,0.6335729,0.5755666,0.1744334101676941,0.058006287,0.11642712354660034,0.1744334101676941,2.0391335215540014,Bill Parcells,Bill Parcells,93.89126450824679
CRD,2014,0.6875,0.5718582,0.5131393,0.17436069250106812,0.05871892,0.1156417727470398,0.17436069250106812,2.0391335215540014,Bruce Arians,Bruce Arians,93.83017715332926
SEA,2006,0.5625,0.43303224,0.38882464,0.17367535829544067,0.044207603,0.12946775555610657,0.17367535829544067,2.0391335215540014,Mike Holmgren,Mike Holmgren,93.76908979841173
SEA,2005,0.8125,0.6643079,0.6392723,0.1732277274131775,0.02503562,0.14819210767745972,0.1732277274131775,2.0391335215540014,Mike Holmgren,Mike Holmgren,93.7080024434942
NWE,1994,0.625,0.5275516,0.45195967,0.17304033041000366,0.07559192,0.09744840860366821,0.17304033041000366,2.0391335215540014,Bill Parcells,Bill Parcells,93.64691508857666
CLT,2014,0.6875,0.5677969,0.51449347,0.17300653457641602,0.05330342,0.11970311403274536,0.17300653457641602,2.0391335215540014,Chuck Pagano,Chuck Pagano,93.58582773365913
SDG,2009,0.8125,0.61828953,0.6406143,0.17188572883605957,-0.02232474,0.1942104697227478,0.17188572883605957,2.0391335215540014,Norv Turner,Norv Turner,93.5247403787416
KAN,2016,0.75,0.6645402,0.5787297,0.17127031087875366,0.08581048,0.08545982837677002,0.17127031087875366,2.0391335215540014,Andy Reid,Andy Reid,93.46365302382407
CLE,1993,0.4375,0.2577758,0.26650745,0.17099255323410034,-0.008731633,0.17972418665885925,0.17099255323410034,2.0391335215540014,Bill Belichick,Bill Belichick,93.40256566890653
RAV,2020,0.6875,0.5283861,0.51715726,0.17034274339675903,0.011228859,0.15911388397216797,0.17034274339675903,2.0391335215540014,John Harbaugh,John Harbaugh,93.341478313989
OTI,1999,0.8125,0.68730384,0.6422328,0.1702672243118286,0.045071065,0.1251961588859558,0.1702672243118286,2.0391335215540014,Jeff Fisher,Jeff Fisher,93.28039095907147
PIT,2001,0.8125,0.6587586,0.64294434,0.1695556640625,0.015814245,0.15374141931533813,0.1695556640625,2.0391335215540014,Bill Cowher,Bill Cowher,93.21930360415394
WAS,1985,0.625,0.5276269,0.45671928,0.1682807207107544,0.07090759,0.0973731279373169,0.1682807207107544,2.0391335215540014,Joe Gibbs,Joe Gibbs,93.1582162492364
DEN,1998,0.875,0.7824666,0.70738006,0.16761994361877441,0.075086534,0.0925334095954895,0.16761994361877441,2.0391335215540014,Mike Shanahan,Mike Shanahan,93.09712889431889
RAI,1974,0.8571,0.7032075,0.6895347,0.16756527624130246,0.013672769,0.15389250717163083,0.16756527624130246,2.0391335215540014,John Madden,John Madden,93.03604153940135
RAM,2001,0.875,0.7623745,0.70882976,0.16617023944854736,0.05354476,0.11262547969818115,0.16617023944854736,2.0391335215540014,Mike Martz,Mike Martz,92.97495418448382
DAL,2003,0.625,0.5307208,0.46127036,0.16372963786125183,0.06945041,0.0942792296409607,0.16372963786125183,2.0391335215540014,Bill Parcells,Bill Parcells,92.91386682956629
RAI,1995,0.5,0.29989058,0.33678135,0.1632186472415924,-0.036890775,0.20010942220687866,0.1632186472415924,2.0391335215540014,Mike White,Mike White,92.85277947464876
MIN,1997,0.5625,0.44868904,0.39950112,0.16299888491630554,0.04918793,0.1138109564781189,0.16299888491630554,2.0391335215540014,Dennis Green,Dennis Green,92.79169211973122
NYJ,1986,0.625,0.49443823,0.4630145,0.16198548674583435,0.031423718,0.13056176900863647,0.16198548674583435,2.0391335215540014,Joe Walton,Joe Walton,92.73060476481369
OTI,1974,0.5,0.2794663,0.33835074,0.16164925694465637,-0.05888444,0.22053369879722595,0.16164925694465637,2.0391335215540014,Sid Gillman,Sid Gillman,92.66951740989614
TAM,2024,0.5882,0.3705727,0.42686483,0.16133516736030573,-0.056292146,0.2176273138046264,0.16133516736030573,2.0391335215540014,Todd Bowles,Todd Bowles,92.60843005497861
PIT,1982,0.6667,0.6202881,0.50565076,0.16104924125671383,0.114637315,0.046411925983428914,0.16104924125671383,2.0391335215540014,Chuck Noll,Chuck Noll,92.54734270006108
CLE,1994,0.6875,0.50553477,0.5264682,0.1610317826271057,-0.02093345,0.18196523189544678,0.1610317826271057,2.0391335215540014,Bill Belichick,Bill Belichick,92.48625534514355
WAS,1983,0.875,0.7862605,0.71409255,0.16090744733810425,0.07216793,0.08873951435089111,0.16090744733810425,2.0391335215540014,Joe Gibbs,Joe Gibbs,92.42516799022602
MIA,2022,0.5294,0.4520739,0.36893657,0.16046343150138853,0.08313733,0.07732609810829161,0.16046343150138853,2.0391335215540014,Mike McDaniel,Mike McDaniel,92.36408063530848
SDG,1980,0.6875,0.5551104,0.5273666,0.16013342142105103,0.027743816,0.1323896050453186,0.16013342142105103,2.0391335215540014,Don Coryell,Don Coryell,92.30299328039095
KAN,2020,0.875,0.77978194,0.7149859,0.1600140929222107,0.06479603,0.09521806240081787,0.1600140929222107,2.0391335215540014,Andy Reid,Andy Reid,92.24190592547342
SDG,1979,0.75,0.568804,0.5900097,0.1599903106689453,-0.021205664,0.18119597434997559,0.1599903106689453,2.0391335215540014,Don Coryell,Don Coryell,92.1808185705559
MIA,2009,0.4375,0.32326087,0.2791673,0.1583327054977417,0.04409358,0.11423912644386292,0.1583327054977417,2.0391335215540014,Tony Sparano,Tony Sparano,92.11973121563837
RAI,1983,0.75,0.6263221,0.59241074,0.15758925676345825,0.033911347,0.12367790937423706,0.15758925676345825,2.0391335215540014,Tom Flores,Tom Flores,92.05864386072084
BUF,1988,0.75,0.63111186,0.5930886,0.15691137313842773,0.038023233,0.11888813972473145,0.15691137313842773,2.0391335215540014,Marv Levy,Marv Levy,91.9975565058033
CRD,1974,0.7143,0.57410187,0.5578896,0.1564104192733765,0.016212285,0.1401981347084046,0.1564104192733765,2.0391335215540014,Don Coryell,Don Coryell,91.93646915088577
NWE,1987,0.5333,0.47045583,0.3770492,0.15625079231262207,0.09340662,0.06284417467117309,0.15625079231262207,2.0391335215540014,Raymond Berry,Raymond Berry,91.87538179596824
MIA,1995,0.5625,0.44058475,0.40640017,0.1560998260974884,0.034184575,0.12191525101661682,0.1560998260974884,2.0391335215540014,Don Shula,Don Shula,91.8142944410507
RAV,2001,0.625,0.49678192,0.46932396,0.15567603707313538,0.027457952,0.12821808457374573,0.15567603707313538,2.0391335215540014,Brian Billick,Brian Billick,91.75320708613317
RAI,1984,0.6875,0.5709595,0.53213185,0.1553681492805481,0.038827658,0.11654049158096313,0.1553681492805481,2.0391335215540014,Tom Flores,Tom Flores,91.69211973121564
CLT,1992,0.5625,0.44852751,0.40723157,0.15526843070983887,0.041295946,0.1139724850654602,0.15526843070983887,2.0391335215540014,Ted Marchibroda,Ted Marchibroda,91.63103237629811
PIT,1995,0.6875,0.5735447,0.53236824,0.1551317572593689,0.04117644,0.11395531892776489,0.1551317572593689,2.0391335215540014,Bill Cowher,Bill Cowher,91.56994502138058
TAM,1982,0.5556,0.4474035,0.40097478,0.15462521967887877,0.04642871,0.1081965094566345,0.15462521967887877,2.0391335215540014,John McKay,John McKay,91.50885766646304
KAN,1997,0.8125,0.7443529,0.65810084,0.15439915657043457,0.08625203,0.06814712285995483,0.15439915657043457,2.0391335215540014,Marty Schottenheimer,Marty Schottenheimer,91.44777031154551
CRD,2017,0.5,0.40356147,0.34582785,0.1541721522808075,0.057733625,0.09643852710723877,0.1541721522808075,2.0391335215540014,Bruce Arians,Bruce Arians,91.38668295662798
PIT,2011,0.75,0.6425241,0.5966204,0.1533796191215515,0.045903742,0.1074758768081665,0.1533796191215515,2.0391335215540014,Mike Tomlin,Mike Tomlin,91.32559560171045
SFO,1992,0.875,0.7851269,0.7217165,0.1532834768295288,0.0634104,0.08987307548522949,0.1532834768295288,2.0391335215540014,George Seifert,George Seifert,91.26450824679291
MIA,1984,0.875,0.7707669,0.72214043,0.15285956859588623,0.048626482,0.10423308610916138,0.15285956859588623,2.0391335215540014,Don Shula,Don Shula,91.20342089187538
RAM,2021,0.7059,0.6019286,0.553377,0.15252302732467649,0.04855162,0.10397140827178952,0.15252302732467649,2.0391335215540014,Sean McVay,Sean McVay,91.14233353695785
GNB,2011,0.9375,0.81109047,0.78499466,0.15250533819198608,0.026095808,0.12640953063964844,0.15250533819198608,2.0391335215540014,Mike McCarthy,Mike McCarthy,91.08124618204032
MIA,1978,0.6875,0.6384289,0.5353403,0.1521596908569336,0.10308862,0.04907107353210449,0.1521596908569336,2.0391335215540014,Don Shula,Don Shula,91.02015882712278
NWE,2006,0.75,0.6608378,0.5987439,0.15125608444213867,0.062093914,0.08916217088699341,0.15125608444213867,2.0391335215540014,Bill Belichick,Bill Belichick,90.95907147220525
GNB,2002,0.75,0.64781564,0.5987714,0.15122860670089722,0.04904425,0.10218435525894165,0.15122860670089722,2.0391335215540014,Mike Sherman,Mike Sherman,90.89798411728772
OTI,2021,0.7059,0.59805214,0.5554193,0.15048067417144773,0.04263282,0.10784785594940183,0.15048067417144773,2.0391335215540014,Mike Vrabel,Mike Vrabel,90.83689676237019
BUF,1993,0.75,0.6604866,0.59972775,0.15027225017547607,0.06075883,0.08951342105865479,0.15027225017547607,2.0391335215540014,Marv Levy,Marv Levy,90.77580940745266
DEN,1976,0.6429,0.54797965,0.49269345,0.15020654597282412,0.0552862,0.09492034711837771,0.15020654597282412,2.0391335215540014,John Ralston,John Ralston,90.71472205253512
